UPDATE_TIME,ZONE_CODE,HOUR_ID,BANDWIDTH_TOTAL,MAX_USER
2017-10-13,ZONE01,9,14141.253395454547,293607.0
2017-10-13,ZONE01,10,15247.65699818182,298860.0
2017-10-13,ZONE01,11,20559.76998636364,349350.0
2017-10-13,ZONE01,12,21628.764460909093,367710.0
2017-10-13,ZONE01,13,16500.74891454546,287742.0
2017-10-13,ZONE01,14,17611.279261818174,294831.0
2017-10-13,ZONE01,15,16347.476230909093,322014.0
2017-10-13,ZONE01,16,16712.486623636367,330582.0
2017-10-13,ZONE01,17,19177.88043181817,342210.0
2017-10-13,ZONE01,18,22724.00216727272,346443.0
2017-10-13,ZONE01,19,30546.174783636376,355929.0
2017-10-13,ZONE01,20,36724.91118454545,391272.0
2017-10-13,ZONE01,21,38987.72428727274,386172.0
2017-10-13,ZONE01,22,34707.1618490909,361386.0
2017-10-13,ZONE01,23,23017.127384545445,265149.0
2017-10-14,ZONE01,0,10579.45993090909,196605.0
2017-10-14,ZONE01,1,5949.545801818178,157029.0
2017-10-14,ZONE01,2,3550.215582727271,143310.0
2017-10-14,ZONE01,3,2442.5916381818192,137037.0
2017-10-14,ZONE01,4,2544.323031818182,138159.0
2017-10-14,ZONE01,5,4016.0287754545448,166005.0
2017-10-14,ZONE01,6,9914.359960000002,255153.0
2017-10-14,ZONE01,7,13249.630117272725,313089.0
2017-10-14,ZONE01,8,12291.39342181819,287487.0
2017-10-14,ZONE01,9,16132.989721818176,304470.0
2017-10-14,ZONE01,10,16916.027517272723,310794.0
2017-10-14,ZONE01,11,21619.53059454546,360621.0
2017-10-14,ZONE01,12,22919.99697363635,373116.0
2017-10-14,ZONE01,13,17393.401486363633,294780.0
2017-10-14,ZONE01,14,18083.392010000007,291924.0
2017-10-14,ZONE01,15,17811.551799999994,316098.0
2017-10-14,ZONE01,16,18215.81511181818,338844.0
2017-10-14,ZONE01,17,22096.148291818183,347718.0
2017-10-14,ZONE01,18,24671.312158181823,348891.0
2017-10-14,ZONE01,19,30041.639978181844,361335.0
2017-10-14,ZONE01,20,34010.30827363638,384744.0
2017-10-14,ZONE01,21,37655.99466545456,396984.0
2017-10-14,ZONE01,22,36703.65904545455,365568.0
2017-10-14,ZONE01,23,29175.924605454555,315690.0
2017-10-15,ZONE01,0,16541.945755454566,233376.0
2017-10-15,ZONE01,1,9608.099446363638,182274.0
2017-10-15,ZONE01,2,6334.04425272727,154326.0
2017-10-15,ZONE01,3,4368.425109090911,147441.0
2017-10-15,ZONE01,4,3431.0231354545485,146421.0
2017-10-15,ZONE01,5,4436.39376,166821.0
2017-10-15,ZONE01,6,10216.31309272727,231489.0
2017-10-15,ZONE01,7,23872.180310000018,321249.0
2017-10-15,ZONE01,8,30648.511518181793,362049.0
2017-10-15,ZONE01,9,34778.6814190909,387549.0
2017-10-15,ZONE01,10,39298.68551,399432.0
2017-10-15,ZONE01,11,38772.83169909086,397545.0
2017-10-15,ZONE01,12,39073.61179090908,382602.0
2017-10-15,ZONE01,13,37193.97856818186,369597.0
2017-10-15,ZONE01,14,35651.95606909092,364599.0
2017-10-15,ZONE01,15,33238.82515363634,369138.0
2017-10-15,ZONE01,16,32243.176000000007,390507.0
2017-10-15,ZONE01,17,34057.80903363637,400860.0
2017-10-15,ZONE01,18,30393.32767,384795.0
2017-10-15,ZONE01,19,33209.557531818165,382908.0
2017-10-15,ZONE01,20,38924.23387545457,388620.0
2017-10-15,ZONE01,21,37435.91661545452,381684.0
2017-10-15,ZONE01,22,32986.48453090908,354399.0
2017-10-15,ZONE01,23,21476.10248454547,258366.0
2017-10-16,ZONE01,0,9238.039358181813,191607.0
2017-10-16,ZONE01,1,4851.910824545456,151623.0
2017-10-16,ZONE01,2,2433.8854281818185,143922.0
2017-10-16,ZONE01,3,1844.272189090909,139077.0
2017-10-16,ZONE01,4,2062.3607890909093,141066.0
2017-10-16,ZONE01,5,3877.7725963636353,174216.0
2017-10-16,ZONE01,6,8461.037112727272,260406.0
2017-10-16,ZONE01,7,11423.868021818174,308295.0
2017-10-16,ZONE01,8,11367.98166090909,284580.0
2017-10-16,ZONE01,9,14502.774128181822,302838.0
2017-10-16,ZONE01,10,15907.802290909087,308907.0
2017-10-16,ZONE01,11,20734.04131545455,368628.0
2017-10-16,ZONE01,12,23096.452561818172,382449.0
2017-10-16,ZONE01,13,17249.099180000023,296157.0
2017-10-16,ZONE01,14,16752.20373272728,299778.0
2017-10-16,ZONE01,15,15720.288379999998,314058.0
2017-10-16,ZONE01,16,16445.818443636363,340068.0
2017-10-16,ZONE01,17,19069.459159090922,343740.0
2017-10-16,ZONE01,18,21372.89734454546,354756.0
2017-10-16,ZONE01,19,25842.61846,363120.0
2017-10-16,ZONE01,20,31421.391581818203,395046.0
2017-10-16,ZONE01,21,38234.03838272726,393261.0
2017-10-16,ZONE01,22,35388.5805290909,372861.0
2017-10-16,ZONE01,23,25936.73646000001,281316.0
2017-10-17,ZONE01,0,12175.198559090908,208437.0
2017-10-17,ZONE01,1,5923.002880000003,157794.0
2017-10-17,ZONE01,2,3985.3580409090905,142749.0
2017-10-17,ZONE01,3,3191.397665454546,141729.0
2017-10-17,ZONE01,4,2492.311592727274,143004.0
2017-10-17,ZONE01,5,3777.237287272731,173961.0
2017-10-17,ZONE01,6,9817.242154545462,265200.0
2017-10-17,ZONE01,7,12634.866019090909,317628.0
2017-10-17,ZONE01,8,12792.862550909085,281622.0
2017-10-17,ZONE01,9,15591.250908181806,302022.0
2017-10-17,ZONE01,10,15701.955014545456,306102.0
2017-10-17,ZONE01,11,21463.59346272725,368118.0
2017-10-17,ZONE01,12,22812.57377181817,378522.0
2017-10-17,ZONE01,13,17007.73396545454,296463.0
2017-10-17,ZONE01,14,18048.071793636376,305490.0
2017-10-17,ZONE01,15,18101.506017272728,319974.0
2017-10-17,ZONE01,16,17466.214491818177,340119.0
2017-10-17,ZONE01,17,19843.576114545456,352818.0
2017-10-17,ZONE01,18,22944.559949090904,357255.0
2017-10-17,ZONE01,19,26655.204051818186,355266.0
2017-10-17,ZONE01,20,33200.48272999999,392853.0
2017-10-17,ZONE01,21,38730.6464009091,386733.0
2017-10-17,ZONE01,22,35601.89966,360570.0
2017-10-17,ZONE01,23,22423.771113636347,265404.0
2017-10-18,ZONE01,0,10693.8796,197319.0
2017-10-18,ZONE01,1,5681.276216363636,152133.0
2017-10-18,ZONE01,2,4833.557505454547,144381.0
2017-10-18,ZONE01,3,3703.19678090909,143106.0
2017-10-18,ZONE01,4,2624.5422890909094,143412.0
2017-10-18,ZONE01,5,3876.707101818183,175491.0
2017-10-18,ZONE01,6,9403.958815454544,261681.0
2017-10-18,ZONE01,7,12852.189721818197,318138.0
2017-10-18,ZONE01,8,11717.344743636368,281571.0
2017-10-18,ZONE01,9,14665.62402727273,305847.0
2017-10-18,ZONE01,10,15405.137993636363,306204.0
2017-10-18,ZONE01,11,19766.922523636364,359652.0
2017-10-18,ZONE01,12,22163.119524545466,373014.0
2017-10-18,ZONE01,13,16285.564871818175,288609.0
2017-10-18,ZONE01,14,16020.011400909076,293046.0
2017-10-18,ZONE01,15,18446.20778000001,324819.0
2017-10-18,ZONE01,16,16918.87253818182,338028.0
2017-10-18,ZONE01,17,20139.73034363637,348993.0
2017-10-18,ZONE01,18,21415.032420909083,357816.0
2017-10-18,ZONE01,19,25960.278131818173,358479.0
2017-10-18,ZONE01,20,33044.239637272716,403461.0
2017-10-18,ZONE01,21,37486.72946909091,386274.0
2017-10-18,ZONE01,22,34046.33992272726,373524.0
2017-10-18,ZONE01,23,22845.90177454545,268566.0
2017-10-19,ZONE01,0,11945.29725181818,193494.0
2017-10-19,ZONE01,1,5969.939213636365,156774.0
2017-10-19,ZONE01,2,5737.893563636365,144330.0
2017-10-19,ZONE01,3,4610.514336363638,141780.0
2017-10-19,ZONE01,4,2295.9807272727267,143463.0
2017-10-19,ZONE01,5,3981.8764136363598,175491.0
2017-10-19,ZONE01,6,9222.015727272725,260100.0
2017-10-19,ZONE01,7,12963.592266363637,314721.0
2017-10-19,ZONE01,8,11781.743948181815,281316.0
2017-10-19,ZONE01,9,14067.711076363646,300645.0
2017-10-19,ZONE01,10,15083.812026363643,305133.0
2017-10-19,ZONE01,11,19882.051216363638,359448.0
2017-10-19,ZONE01,12,21798.08080090909,369189.0
2017-10-19,ZONE01,13,14492.585710909098,281928.0
2017-10-19,ZONE01,14,15583.514939999992,290241.0
2017-10-19,ZONE01,15,16665.932007272728,307326.0
2017-10-19,ZONE01,16,17002.606796363638,332367.0
2017-10-19,ZONE01,17,20915.18769727271,347922.0
2017-10-19,ZONE01,18,22313.19444,354654.0
2017-10-19,ZONE01,19,27406.483926363642,364089.0
2017-10-19,ZONE01,20,32056.970627272713,401982.0
2017-10-19,ZONE01,21,35429.819635454536,396270.0
2017-10-19,ZONE01,22,34044.55003090911,375258.0
2017-10-19,ZONE01,23,21731.64001181817,273972.0
2017-10-20,ZONE01,0,11920.65025363637,202062.0
2017-10-20,ZONE01,1,5999.583393636366,158916.0
2017-10-20,ZONE01,2,3759.671787272728,147441.0
2017-10-20,ZONE01,3,2889.9721072727284,141831.0
2017-10-20,ZONE01,4,2401.0557554545458,142239.0
2017-10-20,ZONE01,5,4201.894134545456,180795.0
2017-10-20,ZONE01,6,9991.804835454544,277695.0
2017-10-20,ZONE01,7,13103.379270909092,332775.0
2017-10-20,ZONE01,8,12320.744430909079,297024.0
2017-10-20,ZONE01,9,15764.706113636363,318342.0
2017-10-20,ZONE01,10,15760.61714181819,318801.0
2017-10-20,ZONE01,11,19575.18188909091,377349.0
2017-10-20,ZONE01,12,22872.56852090909,388977.0
2017-10-20,ZONE01,13,16340.431543636361,303603.0
2017-10-20,ZONE01,14,17808.403510000007,304521.0
2017-10-20,ZONE01,15,16752.189430909093,317475.0
2017-10-20,ZONE01,16,17513.876862727288,345780.0
2017-10-20,ZONE01,17,21936.100454545456,367251.0
2017-10-20,ZONE01,18,24864.327259090893,365976.0
2017-10-20,ZONE01,19,30016.801446363643,384234.0
2017-10-20,ZONE01,20,36780.57618909092,416109.0
2017-10-20,ZONE01,21,39522.47721818183,417282.0
2017-10-20,ZONE01,22,37217.62441545459,402543.0
2017-10-20,ZONE01,23,26029.90021181818,295800.0
2017-10-21,ZONE01,0,12859.32008727272,211701.0
2017-10-21,ZONE01,1,6294.214437272728,169779.0
2017-10-21,ZONE01,2,4092.087046363638,151572.0
2017-10-21,ZONE01,3,3237.6627236363647,146676.0
2017-10-21,ZONE01,4,3010.483202727272,150552.0
2017-10-21,ZONE01,5,4685.75991909091,185844.0
2017-10-21,ZONE01,6,10567.413573636368,257856.0
2017-10-21,ZONE01,7,14212.294320909092,321861.0
2017-10-21,ZONE01,8,13406.61385545454,287640.0
2017-10-21,ZONE01,9,15664.20289181818,312987.0
2017-10-21,ZONE01,10,16433.485256363634,308754.0
2017-10-21,ZONE01,11,20846.14192909091,355674.0
2017-10-21,ZONE01,12,24113.291847272707,369954.0
2017-10-21,ZONE01,13,19626.979987272724,295698.0
2017-10-21,ZONE01,14,18263.057321818178,298044.0
